land,year,metric_type,value,country_code
Puerto Rico,2019,Forest cover (% of total land area),55.9,PRI
Puerto Rico,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),33.03,PRI
Puerto Rico,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),33.03,PRI
Qatar,2005,Land area (thousand hectares),1161.0,QAT
Qatar,2005,Arable land (thousand hectares),12.0,QAT
Qatar,2005,Permanent crops (thousand hectares),3.0,QAT
Qatar,2005,Forest cover (thousand hectares),0.0,QAT
Qatar,2005,Arable land (% of total land area),1.0,QAT
Qatar,2005,Permanent crops (% of total land area),0.2,QAT
Qatar,2005,Forest cover (% of total land area),0.0,QAT
Qatar,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,QAT
Qatar,2010,Land area (thousand hectares),1161.0,QAT
Qatar,2010,Arable land (thousand hectares),14.0,QAT
Qatar,2010,Permanent crops (thousand hectares),3.0,QAT
Qatar,2010,Forest cover (thousand hectares),0.0,QAT
Qatar,2010,Arable land (% of total land area),1.2,QAT
Qatar,2010,Permanent crops (% of total land area),0.2,QAT
Qatar,2010,Forest cover (% of total land area),0.0,QAT
Qatar,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),59.99,QAT
Qatar,2019,Land area (thousand hectares),1149.0,QAT
Qatar,2019,Arable land (thousand hectares),14.0,QAT
Qatar,2019,Permanent crops (thousand hectares),3.0,QAT
Qatar,2019,Forest cover (thousand hectares),0.0,QAT
Qatar,2019,Arable land (% of total land area),1.2,QAT
Qatar,2019,Permanent crops (% of total land area),0.3,QAT
Qatar,2019,Forest cover (% of total land area),0.0,QAT
Qatar,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),59.99,QAT
Qatar,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),59.99,QAT
Republic of Korea,2005,Land area (thousand hectares),9685.0,
Republic of Korea,2005,Arable land (thousand hectares),1643.0,
Republic of Korea,2005,Permanent crops (thousand hectares),181.0,
Republic of Korea,2005,Forest cover (thousand hectares),6432.0,
Republic of Korea,2005,Arable land (% of total land area),17.0,
Republic of Korea,2005,Permanent crops (% of total land area),1.9,
Republic of Korea,2005,Forest cover (% of total land area),66.4,
Republic of Korea,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),23.94,
Republic of Korea,2010,Land area (thousand hectares),9720.0,
Republic of Korea,2010,Arable land (thousand hectares),1507.0,
Republic of Korea,2010,Permanent crops (thousand hectares),208.0,
Republic of Korea,2010,Forest cover (thousand hectares),6387.0,
Republic of Korea,2010,Arable land (% of total land area),15.5,
Republic of Korea,2010,Permanent crops (% of total land area),2.1,
Republic of Korea,2010,Forest cover (% of total land area),65.7,
Republic of Korea,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),33.79,
Republic of Korea,2019,Land area (thousand hectares),9760.0,
Republic of Korea,2019,Arable land (thousand hectares),1364.0,
Republic of Korea,2019,Permanent crops (thousand hectares),217.0,
Republic of Korea,2019,Forest cover (thousand hectares),6297.0,
Republic of Korea,2019,Arable land (% of total land area),14.0,
Republic of Korea,2019,Permanent crops (% of total land area),2.2,
Republic of Korea,2019,Forest cover (% of total land area),64.5,
Republic of Korea,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),37.58,
Republic of Korea,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),37.58,
Republic of Moldova,2005,Land area (thousand hectares),3289.0,
Republic of Moldova,2005,Arable land (thousand hectares),1833.0,
Republic of Moldova,2005,Permanent crops (thousand hectares),302.0,
Republic of Moldova,2005,Forest cover (thousand hectares),359.0,
Republic of Moldova,2005,Arable land (% of total land area),55.7,
Republic of Moldova,2005,Permanent crops (% of total land area),9.2,
Republic of Moldova,2005,Forest cover (% of total land area),10.9,
Republic of Moldova,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),59.66,
Republic of Moldova,2010,Land area (thousand hectares),3285.0,
Republic of Moldova,2010,Arable land (thousand hectares),1813.0,
Republic of Moldova,2010,Permanent crops (thousand hectares),299.0,
Republic of Moldova,2010,Forest cover (thousand hectares),375.0,
Republic of Moldova,2010,Arable land (% of total land area),55.2,
Republic of Moldova,2010,Permanent crops (% of total land area),9.1,
Republic of Moldova,2010,Forest cover (% of total land area),11.4,
Republic of Moldova,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),71.76,
Republic of Moldova,2019,Land area (thousand hectares),3289.0,
Republic of Moldova,2019,Arable land (thousand hectares),1690.0,
Republic of Moldova,2019,Permanent crops (thousand hectares),232.0,
Republic of Moldova,2019,Forest cover (thousand hectares),387.0,
Republic of Moldova,2019,Arable land (% of total land area),51.4,
Republic of Moldova,2019,Permanent crops (% of total land area),7.0,
Republic of Moldova,2019,Forest cover (% of total land area),11.8,
Republic of Moldova,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),85.98,
Republic of Moldova,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),85.98,
Réunion,2005,Land area (thousand hectares),250.0,
Réunion,2005,Arable land (thousand hectares),35.0,
Réunion,2005,Permanent crops (thousand hectares),3.0,
Réunion,2005,Forest cover (thousand hectares),92.0,
Réunion,2005,Arable land (% of total land area),14.0,
Réunion,2005,Permanent crops (% of total land area),1.2,
Réunion,2005,Forest cover (% of total land area),37.0,
Réunion,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.87,
Réunion,2010,Land area (thousand hectares),250.0,
Réunion,2010,Arable land (thousand hectares),35.0,
Réunion,2010,Permanent crops (thousand hectares),3.0,
Réunion,2010,Forest cover (thousand hectares),94.0,
Réunion,2010,Arable land (% of total land area),14.1,
Réunion,2010,Permanent crops (% of total land area),1.2,
Réunion,2010,Forest cover (% of total land area),37.6,
Réunion,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),47.09,
Réunion,2019,Land area (thousand hectares),251.0,
Réunion,2019,Arable land (thousand hectares),34.0,
Réunion,2019,Permanent crops (thousand hectares),3.0,
Réunion,2019,Forest cover (thousand hectares),98.0,
Réunion,2019,Arable land (% of total land area),13.6,
Réunion,2019,Permanent crops (% of total land area),1.2,
Réunion,2019,Forest cover (% of total land area),39.0,
Réunion,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),47.09,
Réunion,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),47.09,
Romania,2005,Land area (thousand hectares),22998.0,ROU
Romania,2005,Arable land (thousand hectares),8985.0,ROU
Romania,2005,Permanent crops (thousand hectares),510.0,ROU
Romania,2005,Forest cover (thousand hectares),6441.0,ROU
Romania,2005,Arable land (% of total land area),39.1,ROU
Romania,2005,Permanent crops (% of total land area),2.2,ROU
Romania,2005,Forest cover (% of total land area),28.0,ROU
Romania,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),17.32,ROU
Romania,2010,Land area (thousand hectares),23005.0,ROU
Romania,2010,Arable land (thousand hectares),9146.0,ROU
Romania,2010,Permanent crops (thousand hectares),463.0,ROU
Romania,2010,Forest cover (thousand hectares),6515.0,ROU
Romania,2010,Arable land (% of total land area),39.8,ROU
Romania,2010,Permanent crops (% of total land area),2.0,ROU
Romania,2010,Forest cover (% of total land area),28.3,ROU
Romania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),64.97,ROU
Romania,2019,Land area (thousand hectares),23008.0,ROU
Romania,2019,Arable land (thousand hectares),8966.0,ROU
Romania,2019,Permanent crops (thousand hectares),412.0,ROU
Romania,2019,Forest cover (thousand hectares),6929.0,ROU
Romania,2019,Arable land (% of total land area),39.0,ROU
Romania,2019,Permanent crops (% of total land area),1.8,ROU
Romania,2019,Forest cover (% of total land area),30.1,ROU
Romania,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),75.96,ROU
Romania,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),75.96,ROU
Russian Federation,2005,Land area (thousand hectares),1638139.0,RUS
Russian Federation,2005,Arable land (thousand hectares),121781.0,RUS
Russian Federation,2005,Permanent crops (thousand hectares),1800.0,RUS
Russian Federation,2005,Forest cover (thousand hectares),812202.0,RUS
Russian Federation,2005,Arable land (% of total land area),7.4,RUS
Russian Federation,2005,Permanent crops (% of total land area),0.1,RUS
Russian Federation,2005,Forest cover (% of total land area),49.6,RUS
Russian Federation,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.36,RUS
Russian Federation,2010,Land area (thousand hectares),1637687.0,RUS
Russian Federation,2010,Arable land (thousand hectares),121649.0,RUS
Russian Federation,2010,Permanent crops (thousand hectares),1793.0,RUS
Russian Federation,2010,Forest cover (thousand hectares),815136.0,RUS
Russian Federation,2010,Arable land (% of total land area),7.4,RUS
Russian Federation,2010,Permanent crops (% of total land area),0.1,RUS
Russian Federation,2010,Forest cover (% of total land area),49.8,RUS
Russian Federation,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),22.75,RUS
Russian Federation,2019,Land area (thousand hectares),1637687.0,RUS
Russian Federation,2019,Arable land (thousand hectares),121649.0,RUS
Russian Federation,2019,Permanent crops (thousand hectares),1793.0,RUS
Russian Federation,2019,Forest cover (thousand hectares),815312.0,RUS
Russian Federation,2019,Arable land (% of total land area),7.4,RUS
Russian Federation,2019,Permanent crops (% of total land area),0.1,RUS
Russian Federation,2019,Forest cover (% of total land area),49.8,RUS
Russian Federation,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),25.43,RUS
Russian Federation,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),25.48,RUS
Rwanda,2005,Land area (thousand hectares),2467.0,RWA
Rwanda,2005,Arable land (thousand hectares),1083.0,RWA
Rwanda,2005,Permanent crops (thousand hectares),250.0,RWA
Rwanda,2005,Forest cover (thousand hectares),276.0,RWA
Rwanda,2005,Arable land (% of total land area),43.9,RWA
Rwanda,2005,Permanent crops (% of total land area),10.1,RWA
Rwanda,2005,Forest cover (% of total land area),11.2,RWA
Rwanda,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),47.05,RWA
Rwanda,2010,Land area (thousand hectares),2467.0,RWA
Rwanda,2010,Arable land (thousand hectares),1124.0,RWA
Rwanda,2010,Permanent crops (thousand hectares),250.0,RWA
Rwanda,2010,Forest cover (thousand hectares),265.0,RWA
Rwanda,2010,Arable land (% of total land area),45.6,RWA
Rwanda,2010,Permanent crops (% of total land area),10.1,RWA
Rwanda,2010,Forest cover (% of total land area),10.7,RWA
Rwanda,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),47.05,RWA
Rwanda,2019,Land area (thousand hectares),2467.0,RWA
Rwanda,2019,Arable land (thousand hectares),1152.0,RWA
Rwanda,2019,Permanent crops (thousand hectares),250.0,RWA
Rwanda,2019,Forest cover (thousand hectares),275.0,RWA
Rwanda,2019,Arable land (% of total land area),46.7,RWA
Rwanda,2019,Permanent crops (% of total land area),10.1,RWA
Rwanda,2019,Forest cover (% of total land area),11.1,RWA
Rwanda,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),51.24,RWA
Rwanda,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),51.24,RWA
Saint Barthélemy,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),17.7,
Saint Barthélemy,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),51.7,
Saint Barthélemy,2019,Land area (thousand hectares),2.0,
Saint Barthélemy,2019,Forest cover (thousand hectares),0.0,
Saint Barthélemy,2019,Forest cover (% of total land area),8.5,
Saint Barthélemy,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),51.7,
Saint Barthélemy,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),51.7,
Saint Helena,2005,Land area (thousand hectares),39.0,SHN
Saint Helena,2005,Arable land (thousand hectares),4.0,SHN
Saint Helena,2005,Forest cover (thousand hectares),2.0,SHN
Saint Helena,2005,Arable land (% of total land area),10.3,SHN
Saint Helena,2005,Forest cover (% of total land area),5.1,SHN
Saint Helena,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),15.38,SHN
Saint Helena,2010,Land area (thousand hectares),39.0,SHN
Saint Helena,2010,Arable land (thousand hectares),4.0,SHN
Saint Helena,2010,Forest cover (thousand hectares),2.0,SHN
Saint Helena,2010,Arable land (% of total land area),10.3,SHN
Saint Helena,2010,Forest cover (% of total land area),5.1,SHN
Saint Helena,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),15.38,SHN
Saint Helena,2019,Land area (thousand hectares),39.0,SHN
Saint Helena,2019,Arable land (thousand hectares),4.0,SHN
Saint Helena,2019,Forest cover (thousand hectares),2.0,SHN
Saint Helena,2019,Arable land (% of total land area),10.3,SHN
Saint Helena,2019,Forest cover (% of total land area),5.1,SHN
Saint Helena,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),38.46,SHN
Saint Helena,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),38.46,SHN
Saint Kitts and Nevis,2005,Land area (thousand hectares),26.0,KNA
Saint Kitts and Nevis,2005,Arable land (thousand hectares),4.0,KNA
Saint Kitts and Nevis,2005,Permanent crops (thousand hectares),0.0,KNA
Saint Kitts and Nevis,2005,Forest cover (thousand hectares),11.0,KNA
Saint Kitts and Nevis,2005,Arable land (% of total land area),15.3,KNA
Saint Kitts and Nevis,2005,Permanent crops (% of total land area),0.1,KNA
Saint Kitts and Nevis,2005,Forest cover (% of total land area),42.3,KNA
Saint Kitts and Nevis,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,KNA
Saint Kitts and Nevis,2010,Land area (thousand hectares),26.0,KNA
Saint Kitts and Nevis,2010,Arable land (thousand hectares),5.0,KNA
Saint Kitts and Nevis,2010,Permanent crops (thousand hectares),0.0,KNA
Saint Kitts and Nevis,2010,Forest cover (thousand hectares),11.0,KNA
Saint Kitts and Nevis,2010,Arable land (% of total land area),17.3,KNA
Saint Kitts and Nevis,2010,Permanent crops (% of total land area),0.4,KNA
Saint Kitts and Nevis,2010,Forest cover (% of total land area),42.3,KNA
Saint Kitts and Nevis,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),22.35,KNA
Saint Kitts and Nevis,2019,Land area (thousand hectares),26.0,KNA
Saint Kitts and Nevis,2019,Arable land (thousand hectares),5.0,KNA
Saint Kitts and Nevis,2019,Permanent crops (thousand hectares),0.0,KNA
Saint Kitts and Nevis,2019,Forest cover (thousand hectares),11.0,KNA
Saint Kitts and Nevis,2019,Arable land (% of total land area),19.2,KNA
Saint Kitts and Nevis,2019,Permanent crops (% of total land area),0.4,KNA
Saint Kitts and Nevis,2019,Forest cover (% of total land area),42.3,KNA
Saint Kitts and Nevis,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),56.82,KNA
Saint Kitts and Nevis,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),56.82,KNA
Saint Lucia,2005,Land area (thousand hectares),61.0,LCA
Saint Lucia,2005,Arable land (thousand hectares),2.0,LCA
Saint Lucia,2005,Permanent crops (thousand hectares),8.0,LCA
Saint Lucia,2005,Forest cover (thousand hectares),21.0,LCA
Saint Lucia,2005,Arable land (% of total land area),3.6,LCA
Saint Lucia,2005,Permanent crops (% of total land area),12.6,LCA
Saint Lucia,2005,Forest cover (% of total land area),34.2,LCA
Saint Lucia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),32.57,LCA
Saint Lucia,2010,Land area (thousand hectares),61.0,LCA
Saint Lucia,2010,Arable land (thousand hectares),3.0,LCA
Saint Lucia,2010,Permanent crops (thousand hectares),7.0,LCA
Saint Lucia,2010,Forest cover (thousand hectares),21.0,LCA
Saint Lucia,2010,Arable land (% of total land area),4.9,LCA
Saint Lucia,2010,Permanent crops (% of total land area),11.5,LCA
Saint Lucia,2010,Forest cover (% of total land area),34.0,LCA
Saint Lucia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),45.56,LCA
Saint Lucia,2019,Land area (thousand hectares),61.0,LCA
Saint Lucia,2019,Arable land (thousand hectares),3.0,LCA
Saint Lucia,2019,Permanent crops (thousand hectares),7.0,LCA
Saint Lucia,2019,Forest cover (thousand hectares),21.0,LCA
Saint Lucia,2019,Arable land (% of total land area),4.9,LCA
Saint Lucia,2019,Permanent crops (% of total land area),11.5,LCA
Saint Lucia,2019,Forest cover (% of total land area),34.0,LCA
Saint Lucia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),45.56,LCA
Saint Lucia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),45.56,LCA
Saint Martin (French part),2005,Important sites for terrestrial biodiversity protected (% of total sites protected),29.21,
Saint Martin (French part),2010,Important sites for terrestrial biodiversity protected (% of total sites protected),59.34,
Saint Martin (French part),2019,Land area (thousand hectares),5.0,
Saint Martin (French part),2019,Forest cover (thousand hectares),1.0,
Saint Martin (French part),2019,Forest cover (% of total land area),24.8,
Saint Martin (French part),2019,Important sites for terrestrial biodiversity protected (% of total sites protected),59.39,
Saint Martin (French part),2021,Important sites for terrestrial biodiversity protected (% of total sites protected),59.39,
Saint Pierre and Miquelon,2005,Land area (thousand hectares),23.0,SPM
Saint Pierre and Miquelon,2005,Arable land (thousand hectares),3.0,SPM
Saint Pierre and Miquelon,2005,Forest cover (thousand hectares),2.0,SPM
Saint Pierre and Miquelon,2005,Arable land (% of total land area),13.0,SPM
Saint Pierre and Miquelon,2005,Forest cover (% of total land area),6.8,SPM
Saint Pierre and Miquelon,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.8,SPM
Saint Pierre and Miquelon,2010,Land area (thousand hectares),23.0,SPM
Saint Pierre and Miquelon,2010,Arable land (thousand hectares),3.0,SPM
Saint Pierre and Miquelon,2010,Forest cover (thousand hectares),1.0,SPM
Saint Pierre and Miquelon,2010,Arable land (% of total land area),13.0,SPM
Saint Pierre and Miquelon,2010,Forest cover (% of total land area),6.3,SPM
Saint Pierre and Miquelon,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.8,SPM
Saint Pierre and Miquelon,2019,Land area (thousand hectares),23.0,SPM
Saint Pierre and Miquelon,2019,Arable land (thousand hectares),2.0,SPM
Saint Pierre and Miquelon,2019,Forest cover (thousand hectares),1.0,SPM
Saint Pierre and Miquelon,2019,Arable land (% of total land area),8.7,SPM
Saint Pierre and Miquelon,2019,Forest cover (% of total land area),5.4,SPM
Saint Pierre and Miquelon,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),1.64,SPM
Saint Pierre and Miquelon,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),1.64,SPM
Saint Vincent & Grenadines,2005,Land area (thousand hectares),39.0,
Saint Vincent & Grenadines,2005,Arable land (thousand hectares),2.0,
Saint Vincent & Grenadines,2005,Permanent crops (thousand hectares),3.0,
Saint Vincent & Grenadines,2005,Forest cover (thousand hectares),29.0,
Saint Vincent & Grenadines,2005,Arable land (% of total land area),5.1,
Saint Vincent & Grenadines,2005,Permanent crops (% of total land area),7.7,
Saint Vincent & Grenadines,2005,Forest cover (% of total land area),73.2,
Saint Vincent & Grenadines,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),45.64,
Saint Vincent & Grenadines,2010,Land area (thousand hectares),39.0,
Saint Vincent & Grenadines,2010,Arable land (thousand hectares),2.0,
Saint Vincent & Grenadines,2010,Permanent crops (thousand hectares),3.0,
Saint Vincent & Grenadines,2010,Forest cover (thousand hectares),29.0,
Saint Vincent & Grenadines,2010,Arable land (% of total land area),5.1,
Saint Vincent & Grenadines,2010,Permanent crops (% of total land area),7.7,
Saint Vincent & Grenadines,2010,Forest cover (% of total land area),73.2,
Saint Vincent & Grenadines,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),45.64,
Saint Vincent & Grenadines,2019,Land area (thousand hectares),39.0,
Saint Vincent & Grenadines,2019,Arable land (thousand hectares),2.0,
Saint Vincent & Grenadines,2019,Permanent crops (thousand hectares),3.0,
Saint Vincent & Grenadines,2019,Forest cover (thousand hectares),29.0,
Saint Vincent & Grenadines,2019,Arable land (% of total land area),5.1,
Saint Vincent & Grenadines,2019,Permanent crops (% of total land area),7.7,
Saint Vincent & Grenadines,2019,Forest cover (% of total land area),73.2,
Saint Vincent & Grenadines,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),45.64,
Saint Vincent & Grenadines,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),45.64,
Samoa,2005,Land area (thousand hectares),283.0,WSM
Samoa,2005,Arable land (thousand hectares),11.0,WSM
Samoa,2005,Permanent crops (thousand hectares),27.0,WSM
Samoa,2005,Forest cover (thousand hectares),169.0,WSM
Samoa,2005,Arable land (% of total land area),3.9,WSM
Samoa,2005,Permanent crops (% of total land area),9.5,WSM
Samoa,2005,Forest cover (% of total land area),59.7,WSM
Samoa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),46.24,WSM
Samoa,2010,Land area (thousand hectares),283.0,WSM
Samoa,2010,Arable land (thousand hectares),12.0,WSM
Samoa,2010,Permanent crops (thousand hectares),24.0,WSM
Samoa,2010,Forest cover (thousand hectares),166.0,WSM
Samoa,2010,Arable land (% of total land area),4.2,WSM
Samoa,2010,Permanent crops (% of total land area),8.3,WSM
Samoa,2010,Forest cover (% of total land area),58.8,WSM
Samoa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),47.0,WSM
Samoa,2019,Land area (thousand hectares),283.0,WSM
Samoa,2019,Arable land (thousand hectares),33.0,WSM
Samoa,2019,Permanent crops (thousand hectares),31.0,WSM
Samoa,2019,Forest cover (thousand hectares),162.0,WSM
Samoa,2019,Arable land (% of total land area),11.5,WSM
Samoa,2019,Permanent crops (% of total land area),11.0,WSM
Samoa,2019,Forest cover (% of total land area),57.3,WSM
Samoa,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),47.05,WSM
Samoa,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),47.05,WSM
San Marino,2005,Land area (thousand hectares),6.0,SMR
San Marino,2005,Arable land (thousand hectares),1.0,SMR
San Marino,2005,Forest cover (thousand hectares),1.0,SMR
San Marino,2005,Arable land (% of total land area),16.7,SMR
San Marino,2005,Forest cover (% of total land area),16.7,SMR
San Marino,2010,Land area (thousand hectares),6.0,SMR
San Marino,2010,Arable land (thousand hectares),1.0,SMR
San Marino,2010,Forest cover (thousand hectares),1.0,SMR
San Marino,2010,Arable land (% of total land area),16.7,SMR
San Marino,2010,Forest cover (% of total land area),16.7,SMR
San Marino,2019,Land area (thousand hectares),6.0,SMR
San Marino,2019,Arable land (thousand hectares),2.0,SMR
San Marino,2019,Permanent crops (thousand hectares),0.0,SMR
San Marino,2019,Forest cover (thousand hectares),1.0,SMR
San Marino,2019,Arable land (% of total land area),33.1,SMR
San Marino,2019,Permanent crops (% of total land area),5.3,SMR
San Marino,2019,Forest cover (% of total land area),16.7,SMR
Sao Tome and Principe,2005,Land area (thousand hectares),96.0,STP
Sao Tome and Principe,2005,Arable land (thousand hectares),7.0,STP
Sao Tome and Principe,2005,Permanent crops (thousand hectares),40.0,STP
Sao Tome and Principe,2005,Forest cover (thousand hectares),58.0,STP
Sao Tome and Principe,2005,Arable land (% of total land area),7.3,STP
Sao Tome and Principe,2005,Permanent crops (% of total land area),41.7,STP
Sao Tome and Principe,2005,Forest cover (% of total land area),60.7,STP
Sao Tome and Principe,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,STP
Sao Tome and Principe,2010,Land area (thousand hectares),96.0,STP
Sao Tome and Principe,2010,Arable land (thousand hectares),6.0,STP
Sao Tome and Principe,2010,Permanent crops (thousand hectares),39.0,STP
Sao Tome and Principe,2010,Forest cover (thousand hectares),58.0,STP
Sao Tome and Principe,2010,Arable land (% of total land area),6.3,STP
Sao Tome and Principe,2010,Permanent crops (% of total land area),40.6,STP
Sao Tome and Principe,2010,Forest cover (% of total land area),60.5,STP
Sao Tome and Principe,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),86.27,STP
Sao Tome and Principe,2019,Land area (thousand hectares),96.0,STP
Sao Tome and Principe,2019,Arable land (thousand hectares),4.0,STP
Sao Tome and Principe,2019,Permanent crops (thousand hectares),39.0,STP
Sao Tome and Principe,2019,Forest cover (thousand hectares),53.0,STP
Sao Tome and Principe,2019,Arable land (% of total land area),4.2,STP
Sao Tome and Principe,2019,Permanent crops (% of total land area),40.6,STP
Sao Tome and Principe,2019,Forest cover (% of total land area),54.7,STP
Sao Tome and Principe,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),86.27,STP
Sao Tome and Principe,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),86.27,STP
Saudi Arabia,2005,Land area (thousand hectares),214969.0,SAU
Saudi Arabia,2005,Arable land (thousand hectares),3500.0,SAU
Saudi Arabia,2005,Permanent crops (thousand hectares),217.0,SAU
Saudi Arabia,2005,Forest cover (thousand hectares),977.0,SAU
Saudi Arabia,2005,Arable land (% of total land area),1.6,SAU
Saudi Arabia,2005,Permanent crops (% of total land area),0.1,SAU
Saudi Arabia,2005,Forest cover (% of total land area),0.5,SAU
Saudi Arabia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.98,SAU
Saudi Arabia,2010,Land area (thousand hectares),214969.0,SAU
Saudi Arabia,2010,Arable land (thousand hectares),3180.0,SAU
Saudi Arabia,2010,Permanent crops (thousand hectares),226.0,SAU
Saudi Arabia,2010,Forest cover (thousand hectares),977.0,SAU
Saudi Arabia,2010,Arable land (% of total land area),1.5,SAU
Saudi Arabia,2010,Permanent crops (% of total land area),0.1,SAU
Saudi Arabia,2010,Forest cover (% of total land area),0.5,SAU
Saudi Arabia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),21.98,SAU
Saudi Arabia,2019,Land area (thousand hectares),214969.0,SAU
Saudi Arabia,2019,Arable land (thousand hectares),3441.0,SAU
Saudi Arabia,2019,Permanent crops (thousand hectares),157.0,SAU
Saudi Arabia,2019,Forest cover (thousand hectares),977.0,SAU
Saudi Arabia,2019,Arable land (% of total land area),1.6,SAU
Saudi Arabia,2019,Permanent crops (% of total land area),0.1,SAU
Saudi Arabia,2019,Forest cover (% of total land area),0.5,SAU
Saudi Arabia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),21.98,SAU
Saudi Arabia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),21.98,SAU
Senegal,2005,Land area (thousand hectares),19253.0,SEN
Senegal,2005,Arable land (thousand hectares),3126.0,SEN
Senegal,2005,Permanent crops (thousand hectares),50.0,SEN
Senegal,2005,Forest cover (thousand hectares),8661.0,SEN
Senegal,2005,Arable land (% of total land area),16.2,SEN
Senegal,2005,Permanent crops (% of total land area),0.3,SEN
Senegal,2005,Forest cover (% of total land area),45.0,SEN
Senegal,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),42.14,SEN
Senegal,2010,Land area (thousand hectares),19253.0,SEN
Senegal,2010,Arable land (thousand hectares),3800.0,SEN
Senegal,2010,Permanent crops (thousand hectares),58.0,SEN
Senegal,2010,Forest cover (thousand hectares),8468.0,SEN
Senegal,2010,Arable land (% of total land area),19.7,SEN
Senegal,2010,Permanent crops (% of total land area),0.3,SEN
Senegal,2010,Forest cover (% of total land area),44.0,SEN
Senegal,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),42.14,SEN
Senegal,2019,Land area (thousand hectares),19253.0,SEN
Senegal,2019,Arable land (thousand hectares),3200.0,SEN
Senegal,2019,Permanent crops (thousand hectares),78.0,SEN
Senegal,2019,Forest cover (thousand hectares),8108.0,SEN
Senegal,2019,Arable land (% of total land area),16.6,SEN
Senegal,2019,Permanent crops (% of total land area),0.4,SEN
Senegal,2019,Forest cover (% of total land area),42.1,SEN
Senegal,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),45.15,SEN
Senegal,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),45.41,SEN
Serbia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),20.52,SRB
Serbia,2010,Land area (thousand hectares),8746.0,SRB
