country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,              8090,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015APR ,,,,              9424,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,              8986,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,              9419,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,             10219,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,              9270,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,              9823,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,              9577,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,              9930,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,              9902,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              9452,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,              9858,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,              9408,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              9549,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              9922,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,              9455,/1096
China  Hong Kong SAR,344,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              8613,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JAN ,,,,              8896,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAR ,,,,             11183,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022APR ,,,,             11382,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JUN ,,,,             10582,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,             10654,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022FEB ,,,,              7592,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JUL ,,,,             10870,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,              9694,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022SEP ,,,,             10145,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021DEC ,,,,             11418,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,             12128,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021OCT ,,,,             10496,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,             11242,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,             11947,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,              7236,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021SEP ,,,,             11353,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,             11566,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,             11867,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,             10659,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JUL ,,,,             11717,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021APR ,,,,             11758,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,             12759,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JAN ,,,,             13420,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,             15486,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,             10108,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020APR ,,,,             15644,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,             15491,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,             13442,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,             14925,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,             17101,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,             13608,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020SEP ,,,,             13970,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020YEAR,,,,             14161,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,             13857,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,             12878,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,             15492,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,             14244,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019OCT ,,,,             16022,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,             14100,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,             13576,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019NOV ,,,,             14261,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,              9801,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JAN ,,,,             13655,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,             13531,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,             15598,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019APR ,,,,             14765,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,             15269,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUL ,,,,             14862,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,             13293,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,             13850,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,             13547,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,             12720,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,             11656,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,             14252,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,             12949,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,             12571,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,             14929,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,             10759,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018APR ,,,,             13191,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,             14162,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,             14924,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,             16226,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,             14545,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017OCT ,,,,             14663,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,             15696,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,             14565,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,             14309,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,             14862,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017APR ,,,,             14680,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,             14544,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUL ,,,,             15025,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JAN ,,,,             13289,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,             14578,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,             12102,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,             15601,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,             14128,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,             12557,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JAN ,,,,             12730,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAR ,,,,             11512,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,              8082,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUN ,,,,             12378,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016APR ,,,,             11625,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,             12230,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,             13112,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUL ,,,,             14240,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,             12528,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016OCT ,,,,             12519,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015DEC ,,,,             11285,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,             11170,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,             12734,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015OCT ,,,,             10991,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015FEB ,,,,             11386,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JAN ,,,,             17826,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUL ,,,,             13048,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015AUG ,,,,             11662,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,             13279,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,             12216,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAR ,,,,             12701,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015APR ,,,,             13406,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,             13838,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,             14697,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,             14535,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,             16547,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,             16775,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,             15592,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,             15646,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,             14676,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,             15423,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,             13514,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,             12892,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,             13095,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,             12857,/1096
China  Hong Kong SAR,344,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,             11518,/1096
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022JAN ,,,,             11893,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022OCT ,,,,              5944,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022JUN ,,,,              6786,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAR ,,,,              6208,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,              6921,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022APR ,,,,              6498,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022JUL ,,,,              6185,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,              6398,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022SEP ,,,,              6904,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,              6303,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021DEC ,,,,              6282,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,              6322,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,              6443,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021APR ,,,,              6181,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,              5730,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,              7117,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUL ,,,,              6989,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,              5983,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,              6538,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,              5694,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021OCT ,,,,              6363,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021SEP ,,,,              5990,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020YEAR,,,,              5520,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,              5345,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,              4382,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,              5508,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,              6720,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,              6195,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,              5674,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,              4978,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020APR ,,,,              4279,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,              5458,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020SEP ,,,,              5510,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,              5937,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JAN ,,,,              6249,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,              6166,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019NOV ,,,,              6503,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019OCT ,,,,              6644,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,              6842,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,              7521,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,              7168,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JUL ,,,,              7623,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JAN ,,,,              5042,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,              7666,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,              6401,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              6796,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019APR ,,,,              6738,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,              7240,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,              7689,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,              8271,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,              6980,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018APR ,,,,              7423,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,              6443,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              7874,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018YEAR,,,,              6675,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,              5602,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,              5507,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,              5837,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,              6333,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              6533,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,              5613,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,              6909,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,              7222,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,              7286,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JAN ,,,,              6986,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017APR ,,,,              6052,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,              6940,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,              6539,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017OCT ,,,,              7504,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,              7162,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,              7302,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JUL ,,,,              7405,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,              7485,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,              5020,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,              6461,
Iran (Islamic Republic of),364,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,              5962,
